sort_id,kizuna_id,card_id_1,name_1,card_id_2,name_2,condition_1,condition_2,kizuna_title,scenario_id,scenario_sub_id,text,text_data
305,368,378,四涼 礼子,76,百知 瑠璃,,,シリョウ・ミエマス,147,1,"礼子「…今日もすごい空だな〜渦巻いてるな〜ヤバいな〜」
礼子「死んでるヒト達もメンドクサイけど、生きてる人達もメンドクサイって事かな〜」
礼子「あ〜関わり合いたくな〜い」
瑠璃「パシャシャ！パシャ！パシャッパー！」
礼子「………何か変なの来たな〜…」
瑠璃「ぐうぅぅ、今日も今日とて、360度全天心霊写真ばかりですね。こんちきしょうですよ…」
瑠璃「おや？　妙に具体的な霊が写ってるですね？足も生えてますよ？」
礼子「そりゃ私だわ〜」
瑠璃「ぎゃー！これは失礼しましたです。ごめんなさい。生きている人とは…」
礼子「ま〜死んでるみたいなモンだけどね〜。っていうか君は霊感少女か〜？キャラ被りか〜？」
瑠璃「そのような売り出し方は甚だ心外なのですが！残念ながらそうなのですよね。ほら、これ」
礼子「お〜心霊写真か〜マジで〜……………ん？ん〜？」
瑠璃「おや、どうしたですか？」
礼子「あ〜ねぇ、これって今ソコで撮ったやつだよね〜？」
瑠璃「そうですね。出来立てホヤホヤですね」
礼子「…ふ〜ん。私が視えてるのと何か違うな〜？こんな、愉快な顔はしてないぞ〜？」
瑠璃「どんなお顔を？」
礼子「ははは、超恨めしい顔してるよ〜？」
瑠璃「………そうですかー不思議ですね？」
礼子「正に視えてる物が違うってか〜？ははは〜やんなっちゃうな〜」
瑠璃「見たいものが違うのかもしれないですよ？」
礼子「…フ〜ン。面白いね〜。こんな事あるなんて知らなかったわ〜」
礼子「私はさ〜四涼礼子って言うんだ〜。写真少女、君は〜？」
瑠璃「百知瑠璃ですよ！よろしくです！」
礼子「瑠璃か〜よろしくね〜ルリっ子〜」",礼子「…今日もすごい空だな〜渦巻いてるな〜ヤバいな〜」\n礼子「死んでるヒト達もメンドクサイけど、生きてる人達もメンドクサイって事かな〜」\n礼子「あ〜関わり合いたくな〜い」\n瑠璃「パシャシャ！パシャ！パシャッパー！」\n礼子「………何か変なの来たな〜…」\n瑠璃「ぐうぅぅ、今日も今日とて、360度全天心霊写真ばかりですね。こんちきしょうですよ…」\n瑠璃「おや？　妙に具体的な霊が写ってるですね？足も生えてますよ？」\n礼子「そりゃ私だわ〜」\n瑠璃「ぎゃー！これは失礼しましたです。ごめんなさい。生きている人とは…」\n礼子「ま〜死んでるみたいなモンだけどね〜。っていうか君は霊感少女か〜？キャラ被りか〜？」\n瑠璃「そのような売り出し方は甚だ心外なのですが！残念ながらそうなのですよね。ほら、これ」\n礼子「お〜心霊写真か〜マジで〜……………ん？ん〜？」\n瑠璃「おや、どうしたですか？」\n礼子「あ〜ねぇ、これって今ソコで撮ったやつだよね〜？」\n瑠璃「そうですね。出来立てホヤホヤですね」\n礼子「…ふ〜ん。私が視えてるのと何か違うな〜？こんな、愉快な顔はしてないぞ〜？」\n瑠璃「どんなお顔を？」\n礼子「ははは、超恨めしい顔してるよ〜？」\n瑠璃「………そうですかー不思議ですね？」\n礼子「正に視えてる物が違うってか〜？ははは〜やんなっちゃうな〜」\n瑠璃「見たいものが違うのかもしれないですよ？」\n礼子「…フ〜ン。面白いね〜。こんな事あるなんて知らなかったわ〜」\n礼子「私はさ〜四涼礼子って言うんだ〜。写真少女、君は〜？」\n瑠璃「百知瑠璃ですよ！よろしくです！」\n礼子「瑠璃か〜よろしくね〜ルリっ子〜」
306,369,378,四涼 礼子,241,御伽 美夜子,,,シリョウ・ミエマス,147,2,"礼子「あーメンドクサイメンドクサイ…ほんと息をするのもメンドクサイわ〜」
礼子「こんなの性にあってないんだけどな〜」
美夜子「………」
礼子「わ〜綺麗な和服美…………ううう！？な、何あの人〜！？」
美夜子「……貴方、誰？」
礼子「エ〜と、ははは〜四涼礼子って言いマ〜ス…はははは、どもども〜コンニチハ〜」
美夜子「そう。貴方、視えるのね？」
礼子「ハハハ。その〜ちょっと、チョットだけですよ？具体的には何も〜？」
美夜子「…ならば、分かるわよね？私には近づかない方が良い。………忠告、したわよ」
礼子「ハイどうも〜忠告承りました〜」
礼子「ううう…わああ〜何だあれ何だあれ〜？百鬼夜行じゃあるまいしさ〜引き連れ過ぎでしょ〜？」
礼子「………何であれで生きてられんのかな〜？わ〜怖い怖い。考えないでおこ〜」",礼子「あーメンドクサイメンドクサイ…ほんと息をするのもメンドクサイわ〜」\n礼子「こんなの性にあってないんだけどな〜」\n美夜子「………」\n礼子「わ〜綺麗な和服美…………ううう！？な、何あの人〜！？」\n美夜子「……貴方、誰？」\n礼子「エ〜と、ははは〜四涼礼子って言いマ〜ス…はははは、どもども〜コンニチハ〜」\n美夜子「そう。貴方、視えるのね？」\n礼子「ハハハ。その〜ちょっと、チョットだけですよ？具体的には何も〜？」\n美夜子「…ならば、分かるわよね？私には近づかない方が良い。………忠告、したわよ」\n礼子「ハイどうも〜忠告承りました〜」\n礼子「ううう…わああ〜何だあれ何だあれ〜？百鬼夜行じゃあるまいしさ〜引き連れ過ぎでしょ〜？」\n礼子「………何であれで生きてられんのかな〜？わ〜怖い怖い。考えないでおこ〜」
307,370,378,四涼 礼子,12,赤松 重吾,,,シリョウ・ミエマス,147,3,"重吾「おっし、今日もばっちりリーゼントがそそり立つぜ！」
重吾「星喰いどもに舐められねえように、バリバリブリブリぶちかましてやんなきゃなァ！」
礼子「うひゃひゃひゃひゃひゃひゃ！！！」
重吾「な、なんでぇ！？」
礼子「ップ〜！あははは、だめだ〜無理〜！り、リーゼント！リーゼントに猫が！犬が〜！」
重吾「おいおいおい！何なんだねえちゃん！人のツラ指して爆笑ぶっこいてよ！」
礼子「いやいや〜あ〜ゴメンね〜。君みたいな人はじめて見たからさ〜」
重吾「？なんでぇ、ツッパリが珍しいのかよ？」
礼子「いやぁ〜田舎ヤンキーなんて珍しくもないけど〜？」
重吾「おーい！ふざけた口きいてっと許さねえゾ！？」
礼子「ははは、無理無理〜そんな顔しても迫力ないわ〜犬猫わんさか背負ってさ〜ワンニャン大戦かよ〜」
重吾「？？？」
礼子「君って優しい子なんだね〜」
重吾「は、ハァアア！？何言ってやがんだテメェ！？」
礼子「おっと、良く見ると老婆もいるな〜？しかも笑顔か〜こんな構成はじめてみるわ〜」
重吾「お、おいオメェ…何言ってんだ？な、なんか怖ろしい話してねえだろな？」
礼子「ははは〜恐ろしくはないね〜こんな牧歌的なの無いわ〜いや〜良いモノ見たわ〜」
礼子「君、良いね〜。凄く良いよ。私は四涼礼子。覚えておいてね〜」
重吾「…な、何だったんだ？ううっ、肩が重くなった気がする…いや、揉まれているような気もする？何だこりゃ！？」",重吾「おっし、今日もばっちりリーゼントがそそり立つぜ！」\n重吾「星喰いどもに舐められねえように、バリバリブリブリぶちかましてやんなきゃなァ！」\n礼子「うひゃひゃひゃひゃひゃひゃ！！！」\n重吾「な、なんでぇ！？」\n礼子「ップ〜！あははは、だめだ〜無理〜！り、リーゼント！リーゼントに猫が！犬が〜！」\n重吾「おいおいおい！何なんだねえちゃん！人のツラ指して爆笑ぶっこいてよ！」\n礼子「いやいや〜あ〜ゴメンね〜。君みたいな人はじめて見たからさ〜」\n重吾「？なんでぇ、ツッパリが珍しいのかよ？」\n礼子「いやぁ〜田舎ヤンキーなんて珍しくもないけど〜？」\n重吾「おーい！ふざけた口きいてっと許さねえゾ！？」\n礼子「ははは、無理無理〜そんな顔しても迫力ないわ〜犬猫わんさか背負ってさ〜ワンニャン大戦かよ〜」\n重吾「？？？」\n礼子「君って優しい子なんだね〜」\n重吾「は、ハァアア！？何言ってやがんだテメェ！？」\n礼子「おっと、良く見ると老婆もいるな〜？しかも笑顔か〜こんな構成はじめてみるわ〜」\n重吾「お、おいオメェ…何言ってんだ？な、なんか怖ろしい話してねえだろな？」\n礼子「ははは〜恐ろしくはないね〜こんな牧歌的なの無いわ〜いや〜良いモノ見たわ〜」\n礼子「君、良いね〜。凄く良いよ。私は四涼礼子。覚えておいてね〜」\n重吾「…な、何だったんだ？ううっ、肩が重くなった気がする…いや、揉まれているような気もする？何だこりゃ！？」
308,371,209,凪原 炭緒,3,鳥谷 茜,,,黄昏の黒騎士,148,1,"炭緒「よいしょ。よいしょ。よいしょ…ふう、屋台持ってこれたね！トワくん」
炭緒「（？：持ってこれたね！じゃないだろ炭緒！こんなもの何の役に立つというのだ！？）」
炭緒「何言ってるんだい？焼きたての串を作れるじゃないか」
茜「わわ！？何これ！？炭心？炭心の屋台〜？」
炭緒「おや、茜ちゃん。こんにちは」
茜「わ！やっぱり炭緒さん…。えー？炭緒さんもセイバーだったんですか？っていうか屋台…ええ〜？」
炭緒「毎度どうも〜。茜ちゃんがここでのはじめてのお客さんだね。何にする？ネギマ？つくね？」
茜「あ、つくね良いな………じゃなくて！炭緒さん、ここって凄く危ないところなんですよ？屋台なんて引いてる場合じゃ！」
炭緒「うんうん。知ってるよー。つくねはタレだよね？」
茜「もちろんタレです！…じゃなくて！ホントにホントに、危ないところなんですよ？」
炭緒「（？：何だか忙しない娘だな…大丈夫なのか？こやつは）」
炭緒「茜ちゃんは良い子だよね〜何時も一緒に居る…というか追いかけてる子？も一緒なの？」
茜「雫ちゃん！そうなんですよ！あの子もホントにも〜言う事聞きやしないんだから〜！」
炭緒「ふふふ、大変だよねあの子の相手は。でも良いコンビだと思うよ？ハイ、つくね。暖かい内に食べてね？」
茜「あ、ありがとうございマス…。ん〜美味しいッ！やっぱり炭心は天下一品だよね………じゃなくて！」
茜「あれ、居ない？うそ。す、炭緒さんどこー！？わたし、まだお代払ってないですよー！？」
炭緒「（？：良いのか？炭緒。あの娘。困ってるじゃないか）」
炭緒「ふふふ、あの子は振り回されてるのが似合うよねぇ」
炭緒「（？：まったくお前というヤツは…）」",炭緒「よいしょ。よいしょ。よいしょ…ふう、屋台持ってこれたね！トワくん」\n炭緒「（？：持ってこれたね！じゃないだろ炭緒！こんなもの何の役に立つというのだ！？）」\n炭緒「何言ってるんだい？焼きたての串を作れるじゃないか」\n茜「わわ！？何これ！？炭心？炭心の屋台〜？」\n炭緒「おや、茜ちゃん。こんにちは」\n茜「わ！やっぱり炭緒さん…。えー？炭緒さんもセイバーだったんですか？っていうか屋台…ええ〜？」\n炭緒「毎度どうも〜。茜ちゃんがここでのはじめてのお客さんだね。何にする？ネギマ？つくね？」\n茜「あ、つくね良いな………じゃなくて！炭緒さん、ここって凄く危ないところなんですよ？屋台なんて引いてる場合じゃ！」\n炭緒「うんうん。知ってるよー。つくねはタレだよね？」\n茜「もちろんタレです！…じゃなくて！ホントにホントに、危ないところなんですよ？」\n炭緒「（？：何だか忙しない娘だな…大丈夫なのか？こやつは）」\n炭緒「茜ちゃんは良い子だよね〜何時も一緒に居る…というか追いかけてる子？も一緒なの？」\n茜「雫ちゃん！そうなんですよ！あの子もホントにも〜言う事聞きやしないんだから〜！」\n炭緒「ふふふ、大変だよねあの子の相手は。でも良いコンビだと思うよ？ハイ、つくね。暖かい内に食べてね？」\n茜「あ、ありがとうございマス…。ん〜美味しいッ！やっぱり炭心は天下一品だよね………じゃなくて！」\n茜「あれ、居ない？うそ。す、炭緒さんどこー！？わたし、まだお代払ってないですよー！？」\n炭緒「（？：良いのか？炭緒。あの娘。困ってるじゃないか）」\n炭緒「ふふふ、あの子は振り回されてるのが似合うよねぇ」\n炭緒「（？：まったくお前というヤツは…）」
309,372,217,凪原 炭緒+,214,華槌 十輝,,,黄昏の黒騎士,148,2,"十輝「……（っぐっぐ）手も動く。（っぐっぐ）足も動く。よし、今日も俺は生きてるな」
炭緒「…………」
炭緒「（炭緒：トワくん。どうしたの？）」
炭緒「奴から己と同じ気配を感じる」
炭緒「（炭緒：同じ気配？あの人もオバケってこと？）」
炭緒「誰がオバケだ！」
炭緒「（炭緒：オバケじゃないの？恨めしや〜って漂ってじゃない）」
炭緒「うるさい！少なくとも己は人間ではない」
炭緒「（炭緒：まあね。人間のお墓とかじゃなかったもんね。何だろ、石のお墓？）」
炭緒「………あの時己は一つでなかったから、よく覚えておらんのだ」
炭緒「（炭緒：そうだね〜家で僕とお茶飲んで、炭に憑りついてからトワくんはトワくんになったんだもんね）」
炭緒「くそっ、もうちょっとマシな憑代は無かったのか………まてよ、そうか」
炭緒「奴も寄せ集めの依り合わせか？生まれは己と同じという事かよ！」
十輝「さっきから何をブツブツ言っているんだ？」
炭緒「うわああ！？ききき、貴様！何時からそこに居た！？」
十輝「誰がオバケだ！あたりからかな…」
炭緒「ぬうう！油断ならぬ奴め！」
十輝「なあアンタ、俺の事を何か知ってるのか？」
炭緒「知らんわ！」
十輝「…そうか、なら仕方ないな」
炭緒「ぬぅ！？あ、あっさりしてるな、貴様…」
十輝「ん？そうか？そうかもな…まあ、生きていれば、十分だしな」
十輝「そんな事より、アンタ。アンタも正義の味方なのか？」
炭緒「ハァ！？そんな訳あるか！己は貴様らに仇なす者よ！」
十輝「おかしいな。だって仮面をしてるじゃないか。仮面は正義の印、と先輩が言っていた」
炭緒「そんなわけあるか！」
十輝「あと、黒いやつは後でどうせ仲間になるとも」
炭緒「（炭緒：あははは！面白い先輩だね〜）」
炭緒「ええい！調子の狂うヤツ！貴様のような奴を相手をしている暇はないのだ！さらば！」
十輝「………良いなあ、仮面…」",十輝「……（っぐっぐ）手も動く。（っぐっぐ）足も動く。よし、今日も俺は生きてるな」\n炭緒「…………」\n炭緒「（炭緒：トワくん。どうしたの？）」\n炭緒「奴から己と同じ気配を感じる」\n炭緒「（炭緒：同じ気配？あの人もオバケってこと？）」\n炭緒「誰がオバケだ！」\n炭緒「（炭緒：オバケじゃないの？恨めしや〜って漂ってじゃない）」\n炭緒「うるさい！少なくとも己は人間ではない」\n炭緒「（炭緒：まあね。人間のお墓とかじゃなかったもんね。何だろ、石のお墓？）」\n炭緒「………あの時己は一つでなかったから、よく覚えておらんのだ」\n炭緒「（炭緒：そうだね〜家で僕とお茶飲んで、炭に憑りついてからトワくんはトワくんになったんだもんね）」\n炭緒「くそっ、もうちょっとマシな憑代は無かったのか………まてよ、そうか」\n炭緒「奴も寄せ集めの依り合わせか？生まれは己と同じという事かよ！」\n十輝「さっきから何をブツブツ言っているんだ？」\n炭緒「うわああ！？ききき、貴様！何時からそこに居た！？」\n十輝「誰がオバケだ！あたりからかな…」\n炭緒「ぬうう！油断ならぬ奴め！」\n十輝「なあアンタ、俺の事を何か知ってるのか？」\n炭緒「知らんわ！」\n十輝「…そうか、なら仕方ないな」\n炭緒「ぬぅ！？あ、あっさりしてるな、貴様…」\n十輝「ん？そうか？そうかもな…まあ、生きていれば、十分だしな」\n十輝「そんな事より、アンタ。アンタも正義の味方なのか？」\n炭緒「ハァ！？そんな訳あるか！己は貴様らに仇なす者よ！」\n十輝「おかしいな。だって仮面をしてるじゃないか。仮面は正義の印、と先輩が言っていた」\n炭緒「そんなわけあるか！」\n十輝「あと、黒いやつは後でどうせ仲間になるとも」\n炭緒「（炭緒：あははは！面白い先輩だね〜）」\n炭緒「ええい！調子の狂うヤツ！貴様のような奴を相手をしている暇はないのだ！さらば！」\n十輝「………良いなあ、仮面…」
310,373,217,凪原 炭緒+,34,[陽]撫月 憐,,,黄昏の黒騎士,148,3,"炭緒「ははは！力だ！力を得たぞ！人間どもに復讐を為す力だ！」
炭緒「（炭緒：わーおめでとートワくん）」
炭緒「………炭緒、貴様…基本的に己の事を見くびっているだろう？」
炭緒「（炭緒：トワくんの事をよく知ってるだけさ。それより、お客さんみたいだよ？）」
炭緒「何…！？」
憐「………」
炭緒「貴様！撫月！？」
憐「我らの事を覚えていたか。星の子…いや、星の遺児と言った方が良いかな」
炭緒「…！？くそ、わけの分からん事を…！貴様の事は、貴様の事は…！」
炭緒「ええい！駄目だ！よく思いだせん！だが！貴様が人間の手助けをしている事はどうしても許せん！」
憐「星の子が人に力を与えるのは当然の事だ。善も悪もなくひたすらに可能性を広げるために」
憐「だが、君もまた星の子の理から外れた者だ。人と寄り添い運命を紡ぐも、人と離れ運命を破砕するも好きにするが良い」
炭緒「…！？何の事だ！貴様、何を言っている！？」
憐「君の様な存在こそが、人の子の可能性を広げるのかもしれないな…健闘を祈るよ」
炭緒「待て！くそッ！…くそッ！己は、己は一体何だというのだ…！」
炭緒「（炭緒：…トワくんはトワくんじゃない？）」
炭緒「………」
炭緒「（炭緒：備長炭のくせに、無理してトワイライトダイヤモンドとか言ってる、トワくんだよ）」
炭緒「うるさい！同じ炭素だから良いかもと炭緒も言っていたじゃないか！」
炭緒「（炭緒：そうだねーブラックとは言わないところに奥ゆかしさを感じるよね）」
炭緒「ブラックダイヤモンドはもうあるからな！」
炭緒「（炭緒：ははは〜律儀だね〜）」",炭緒「ははは！力だ！力を得たぞ！人間どもに復讐を為す力だ！」\n炭緒「（炭緒：わーおめでとートワくん）」\n炭緒「………炭緒、貴様…基本的に己の事を見くびっているだろう？」\n炭緒「（炭緒：トワくんの事をよく知ってるだけさ。それより、お客さんみたいだよ？）」\n炭緒「何…！？」\n憐「………」\n炭緒「貴様！撫月！？」\n憐「我らの事を覚えていたか。星の子…いや、星の遺児と言った方が良いかな」\n炭緒「…！？くそ、わけの分からん事を…！貴様の事は、貴様の事は…！」\n炭緒「ええい！駄目だ！よく思いだせん！だが！貴様が人間の手助けをしている事はどうしても許せん！」\n憐「星の子が人に力を与えるのは当然の事だ。善も悪もなくひたすらに可能性を広げるために」\n憐「だが、君もまた星の子の理から外れた者だ。人と寄り添い運命を紡ぐも、人と離れ運命を破砕するも好きにするが良い」\n炭緒「…！？何の事だ！貴様、何を言っている！？」\n憐「君の様な存在こそが、人の子の可能性を広げるのかもしれないな…健闘を祈るよ」\n炭緒「待て！くそッ！…くそッ！己は、己は一体何だというのだ…！」\n炭緒「（炭緒：…トワくんはトワくんじゃない？）」\n炭緒「………」\n炭緒「（炭緒：備長炭のくせに、無理してトワイライトダイヤモンドとか言ってる、トワくんだよ）」\n炭緒「うるさい！同じ炭素だから良いかもと炭緒も言っていたじゃないか！」\n炭緒「（炭緒：そうだねーブラックとは言わないところに奥ゆかしさを感じるよね）」\n炭緒「ブラックダイヤモンドはもうあるからな！」\n炭緒「（炭緒：ははは〜律儀だね〜）」
311,374,69,天王寺 良威,74,青蓮院 尊,,,追跡,149,1,"良威「………」
尊「（…！？あの男…どこかで見た事があるぞ…？）」
尊「（……そうだ、思い出した！星詠みの集会や儀式で何度か見た事があるんだ）」
尊「（沢山の寄付をしてくれている信心深い方だからって、挨拶するように父さんに言われて…）」
良威「……力は 集まってきておる………だが まだ足りない…」
尊「（なんだ？誰と話してる？ここじゃ電波も届かない筈だろ…？）」
良威「奴の力は 思った以上に 強い。手は打っているが 贄は多いに越した事はない。急げ」
尊「（………まさか！『声』か！？御神体との交信…僕が失った力…）」
良威「………」
尊「…行ってしまった…。でも、今のだけじゃ決定的じゃない。アイツの尻尾は、僕が掴んでやる…！」",良威「………」\n尊「（…！？あの男…どこかで見た事があるぞ…？）」\n尊「（……そうだ、思い出した！星詠みの集会や儀式で何度か見た事があるんだ）」\n尊「（沢山の寄付をしてくれている信心深い方だからって、挨拶するように父さんに言われて…）」\n良威「……力は 集まってきておる………だが まだ足りない…」\n尊「（なんだ？誰と話してる？ここじゃ電波も届かない筈だろ…？）」\n良威「奴の力は 思った以上に 強い。手は打っているが 贄は多いに越した事はない。急げ」\n尊「（………まさか！『声』か！？御神体との交信…僕が失った力…）」\n良威「………」\n尊「…行ってしまった…。でも、今のだけじゃ決定的じゃない。アイツの尻尾は、僕が掴んでやる…！」
312,4000,309,天草 水樹,331,[聖夜]白鳥 王子,,,[聖夜]事の発端,400,1,"王子「ホームからの手紙はこれで全部かな。天草君」
水樹「はい、それで全部ですね。…王子さん、何時もありがとうございます。シスターも本当に感謝していました」
王子「大した事ではないさ。白鳥財閥には玩具メーカーもある。売名と偽善行為だと言う人もいるよ」
水樹「そんな…。そんな事ありませんよ！良くないと思います！あなたがそんな弱気な事を言うなんて！」
王子「…！弱気？この私が…？」
水樹「あ、ご、ごめんなさい！助けて頂いている身で偉そうな事を…でも、分かって欲しいんです」
水樹「誰が何と言おうと、ホームの皆は救われてます。お金も勿論大事ですけれど…夢とか、そういう物もあの子達には必要なんです」
王子「夢か…美しい言葉だな…」
水樹「だから…胸を張ってください。偽善だろうが売名だろうが良い…僕は、あなたのようになりたいと思います」
王子「…フフッ！ありがとう天草君！私としたことが見苦しい所を見せてしまったね！…美しい、喝だったよ！」
水樹「王子さん…」
王子「そう…！迷っても良い！間違っても良い！真の美しさは臆病な心から、一歩踏み出そうとする勇気にこそ宿る！」
水樹「（しまった！はじまった！）」
王子「常に疑い！自問自答し！それでも私は進もう！美しくあろうとする心、それが！それこそが！美の極意ッ！」
水樹「ううう、王子モードに入ってしまった…」
王子「そうだ！美しく在れ白鳥王子！あの明星に届くまでに！高く！美しく！」
王子「私はサンタに…なるッ！」
水樹「！？」",王子「ホームからの手紙はこれで全部かな。天草君」\n水樹「はい、それで全部ですね。…王子さん、何時もありがとうございます。シスターも本当に感謝していました」\n王子「大した事ではないさ。白鳥財閥には玩具メーカーもある。売名と偽善行為だと言う人もいるよ」\n水樹「そんな…。そんな事ありませんよ！良くないと思います！あなたがそんな弱気な事を言うなんて！」\n王子「…！弱気？この私が…？」\n水樹「あ、ご、ごめんなさい！助けて頂いている身で偉そうな事を…でも、分かって欲しいんです」\n水樹「誰が何と言おうと、ホームの皆は救われてます。お金も勿論大事ですけれど…夢とか、そういう物もあの子達には必要なんです」\n王子「夢か…美しい言葉だな…」\n水樹「だから…胸を張ってください。偽善だろうが売名だろうが良い…僕は、あなたのようになりたいと思います」\n王子「…フフッ！ありがとう天草君！私としたことが見苦しい所を見せてしまったね！…美しい、喝だったよ！」\n水樹「王子さん…」\n王子「そう…！迷っても良い！間違っても良い！真の美しさは臆病な心から、一歩踏み出そうとする勇気にこそ宿る！」\n水樹「（しまった！はじまった！）」\n王子「常に疑い！自問自答し！それでも私は進もう！美しくあろうとする心、それが！それこそが！美の極意ッ！」\n水樹「ううう、王子モードに入ってしまった…」\n王子「そうだ！美しく在れ白鳥王子！あの明星に届くまでに！高く！美しく！」\n王子「私はサンタに…なるッ！」\n水樹「！？」
313,4001,34,[陽]撫月 憐,331,[聖夜]白鳥 王子,,,[聖夜]事の発端,400,2,"王子「白鳥王子！美しく参上ッ！」
憐「………何の用だ。真珠のセイバーよ」
王子「人に非ずもの。力の導き手…撫月憐。君に聞きたい事がある」
憐「…君の話を聞こうか」
王子「異界と現実を結ぶ、ゲートを自在に扱う術が知りたい」
憐「何のために？」
王子「美の化身！サンタになるために！」
憐「………サンタ？」
王子「聖なる夜、トナカイに乗り子供達に幸せを配る。世界で最も美しい存在！知らないのかい？」
憐「知識としては知っている」
王子「この現代社会、人家に忍びこむのは多大な労力を要する。最早煙突すら無いのだ！」
憐「それでゲートを使いたいと…？」
王子「その通り！」
憐「………良いだろう。人の子らが聖夜と呼ぶ日に向け、願いの力が日に日に高まってきている」
憐「願いは力となり形を成す。見ろ…あれはその力の結晶だ。その力を使えば…」
王子「なるほど。プレゼントを待つ、子供の元へと行けるという寸法だな！美しい！」
憐「…この術は結晶が消える頃には使えなくなるだろう」
王子「構わんさ！他に使い道などないだろう！君に感謝を！私は準備だ！それではさらば！」
憐「………あれも人の可能性か………なるほど、お前の言う事が少しわかったよ。オーブ」",王子「白鳥王子！美しく参上ッ！」\n憐「………何の用だ。真珠のセイバーよ」\n王子「人に非ずもの。力の導き手…撫月憐。君に聞きたい事がある」\n憐「…君の話を聞こうか」\n王子「異界と現実を結ぶ、ゲートを自在に扱う術が知りたい」\n憐「何のために？」\n王子「美の化身！サンタになるために！」\n憐「………サンタ？」\n王子「聖なる夜、トナカイに乗り子供達に幸せを配る。世界で最も美しい存在！知らないのかい？」\n憐「知識としては知っている」\n王子「この現代社会、人家に忍びこむのは多大な労力を要する。最早煙突すら無いのだ！」\n憐「それでゲートを使いたいと…？」\n王子「その通り！」\n憐「………良いだろう。人の子らが聖夜と呼ぶ日に向け、願いの力が日に日に高まってきている」\n憐「願いは力となり形を成す。見ろ…あれはその力の結晶だ。その力を使えば…」\n王子「なるほど。プレゼントを待つ、子供の元へと行けるという寸法だな！美しい！」\n憐「…この術は結晶が消える頃には使えなくなるだろう」\n王子「構わんさ！他に使い道などないだろう！君に感謝を！私は準備だ！それではさらば！」\n憐「………あれも人の可能性か………なるほど、お前の言う事が少しわかったよ。オーブ」
314,4002,332,[聖夜]白鳥 王子+,24,美鳥 宗助,,,[聖夜]懸念,401,1,"王子「さあ！行こう！諸君！夜に躍り出て、今宵私たちにはサンタとなる！」
宗助「ま、待ってくれ白鳥君。話が急すぎる」
王子「サンタになって、プレゼントを配る。以上。シンプルイズビューティフル！」
宗助「それは、まあ見て察した。だがここは異界だぞ。どうやって現実の民家に行こうというんだ？」
王子「ゲート使うのさ！あれを自由に使う術を私は知った！具体的な方法はマスターに伝わっているがね」
宗助「…な、なに！？ゲートを自在にだと？それは本当なのか…！？」
宗助「（自在の移動術は三輝栄太郎の悲願…！不味い、こんな事が奴らに知られたら…）」
王子「これは聖夜だけに起きた奇跡さ。神がいるのならば、美しき計らいと言わざるを得ないね！」
宗助「聖夜だけに？…今後は使用できなくなるという事か？」
王子「フフ、我ら偽サンタへの期間限定クリスマスプレゼントという事だね！」
宗助「そうか…それは良かった…」
王子「良いだろう？尚且つそして美しいだろう？あなたも手伝ってくれるのかな？美鳥宗助さん」
宗助「あ、ああ…私でよければ、手伝わせてもらうよ」",王子「さあ！行こう！諸君！夜に躍り出て、今宵私たちにはサンタとなる！」\n宗助「ま、待ってくれ白鳥君。話が急すぎる」\n王子「サンタになって、プレゼントを配る。以上。シンプルイズビューティフル！」\n宗助「それは、まあ見て察した。だがここは異界だぞ。どうやって現実の民家に行こうというんだ？」\n王子「ゲート使うのさ！あれを自由に使う術を私は知った！具体的な方法はマスターに伝わっているがね」\n宗助「…な、なに！？ゲートを自在にだと？それは本当なのか…！？」\n宗助「（自在の移動術は三輝栄太郎の悲願…！不味い、こんな事が奴らに知られたら…）」\n王子「これは聖夜だけに起きた奇跡さ。神がいるのならば、美しき計らいと言わざるを得ないね！」\n宗助「聖夜だけに？…今後は使用できなくなるという事か？」\n王子「フフ、我ら偽サンタへの期間限定クリスマスプレゼントという事だね！」\n宗助「そうか…それは良かった…」\n王子「良いだろう？尚且つそして美しいだろう？あなたも手伝ってくれるのかな？美鳥宗助さん」\n宗助「あ、ああ…私でよければ、手伝わせてもらうよ」
